               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.043409,             0.12687,           0.0043258,             0.39014,             0.33029,             0.30374,             0.13758,            0.054648,             0.20094,            0.016542,           0.0065845,           0.0065845,           0.0065845
                  71,            0.043435,             0.12728,           0.0042888,             0.39495,             0.32698,             0.30379,             0.13768,            0.054646,             0.20106,            0.016553,            0.006535,            0.006535,            0.006535
                  72,            0.043449,               0.127,           0.0043534,             0.39296,             0.32817,             0.30357,             0.13756,            0.054662,             0.20116,            0.016564,           0.0064855,           0.0064855,           0.0064855
                  73,            0.043411,             0.12696,           0.0043108,             0.39152,             0.32877,             0.30336,             0.13743,            0.054685,             0.20126,             0.01657,            0.006436,            0.006436,            0.006436
                  74,            0.043403,             0.12613,           0.0042939,             0.39028,             0.32954,             0.30313,             0.13732,            0.054702,             0.20141,            0.016581,           0.0063865,           0.0063865,           0.0063865
                  75,            0.043333,             0.12655,           0.0043092,              0.3883,              0.3304,             0.30308,              0.1373,            0.054709,             0.20147,            0.016587,            0.006337,            0.006337,            0.006337
                  76,            0.043282,             0.12656,           0.0042834,             0.38756,             0.33005,             0.30298,             0.13733,            0.054719,             0.20163,            0.016592,           0.0062875,           0.0062875,           0.0062875
                  77,            0.043195,             0.12629,           0.0043125,             0.38858,             0.32865,             0.30284,             0.13727,            0.054756,             0.20172,            0.016599,            0.006238,            0.006238,            0.006238
                  78,            0.043252,             0.12626,             0.00429,             0.39065,             0.32765,              0.3027,             0.13727,            0.054771,             0.20183,            0.016603,           0.0061885,           0.0061885,           0.0061885
                  79,            0.043117,             0.12591,           0.0042441,             0.39289,              0.3267,             0.30289,              0.1373,            0.054777,             0.20203,            0.016595,            0.006139,            0.006139,            0.006139
                  80,            0.043217,             0.12666,           0.0042668,             0.39625,             0.32488,             0.30314,              0.1373,            0.054788,             0.20221,            0.016581,           0.0060895,           0.0060895,           0.0060895
                  81,            0.043156,              0.1264,             0.00427,             0.39626,             0.32589,             0.30354,              0.1374,              0.0548,             0.20227,            0.016572,             0.00604,             0.00604,             0.00604
                  82,            0.043052,             0.12614,           0.0042238,             0.39608,             0.32542,             0.30351,             0.13738,            0.054815,             0.20248,            0.016571,           0.0059905,           0.0059905,           0.0059905
                  83,            0.043044,             0.12551,            0.004252,             0.39745,             0.32388,             0.30365,             0.13734,            0.054831,             0.20268,            0.016567,            0.005941,            0.005941,            0.005941
                  84,            0.042958,             0.12619,           0.0042885,             0.39711,             0.32427,             0.30372,             0.13744,            0.054831,              0.2028,            0.016548,           0.0058915,           0.0058915,           0.0058915
                  85,            0.042936,              0.1258,           0.0042359,             0.39771,             0.32445,             0.30388,             0.13749,             0.05484,             0.20302,            0.016547,            0.005842,            0.005842,            0.005842
                  86,            0.043016,              0.1261,           0.0042324,             0.40192,             0.32149,             0.30413,             0.13753,            0.054845,             0.20312,            0.016547,           0.0057925,           0.0057925,           0.0057925
                  87,            0.042812,             0.12568,           0.0042231,             0.40184,              0.3216,             0.30408,             0.13748,            0.054862,             0.20325,            0.016537,            0.005743,            0.005743,            0.005743
                  88,            0.042898,             0.12496,           0.0042005,             0.40268,             0.32138,             0.30443,             0.13756,            0.054881,             0.20351,            0.016528,           0.0056935,           0.0056935,           0.0056935
                  89,            0.042898,              0.1257,           0.0042043,             0.39843,             0.32419,             0.30469,             0.13758,            0.054893,             0.20365,            0.016532,            0.005644,            0.005644,            0.005644
                  90,            0.042888,             0.12581,           0.0042026,              0.3995,              0.3248,             0.30487,             0.13778,            0.054905,             0.20373,            0.016529,           0.0055945,           0.0055945,           0.0055945
                  91,            0.042863,             0.12495,           0.0042267,              0.4008,             0.32421,             0.30484,             0.13778,            0.054928,             0.20395,            0.016525,            0.005545,            0.005545,            0.005545
                  92,            0.042672,              0.1251,           0.0041931,             0.39928,             0.32525,             0.30477,             0.13772,            0.054934,              0.2043,            0.016542,           0.0054955,           0.0054955,           0.0054955
                  93,            0.042806,             0.12546,           0.0041914,              0.3997,             0.32443,              0.3047,              0.1377,             0.05493,             0.20457,            0.016539,            0.005446,            0.005446,            0.005446
                  94,            0.042754,             0.12507,           0.0042032,             0.39984,             0.32431,             0.30459,             0.13773,            0.054934,             0.20468,            0.016533,           0.0053965,           0.0053965,           0.0053965
                  95,            0.042669,             0.12555,           0.0041702,             0.39943,             0.32406,             0.30427,             0.13766,            0.054952,             0.20493,            0.016538,            0.005347,            0.005347,            0.005347
                  96,            0.042615,             0.12484,            0.004188,             0.40039,             0.32426,             0.30431,             0.13762,            0.054971,             0.20517,            0.016564,           0.0052975,           0.0052975,           0.0052975
                  97,            0.042657,             0.12525,           0.0041508,             0.39923,             0.32482,             0.30436,             0.13761,            0.054981,             0.20535,            0.016569,            0.005248,            0.005248,            0.005248
                  98,            0.042594,             0.12419,           0.0041938,             0.39803,             0.32586,             0.30424,             0.13758,            0.054974,              0.2054,            0.016568,           0.0051985,           0.0051985,           0.0051985
