               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,            0.037373,             0.11088,           0.0048726,             0.31005,             0.26299,             0.21308,             0.10058,            0.053713,             0.22392,            0.053987,            0.005347,            0.005347,            0.005347
                  96,            0.037292,             0.11019,           0.0048588,             0.31033,              0.2611,             0.21279,             0.10043,            0.053734,             0.22404,            0.054026,           0.0052975,           0.0052975,           0.0052975
                  97,             0.03736,             0.11053,           0.0048412,             0.31074,             0.26112,             0.21282,             0.10047,             0.05376,             0.22418,            0.054088,            0.005248,            0.005248,            0.005248
                  98,            0.037273,             0.10962,           0.0048586,             0.31269,             0.26074,             0.21279,             0.10045,            0.053789,             0.22419,             0.05415,           0.0051985,           0.0051985,           0.0051985
                  99,            0.037276,             0.11061,            0.004815,             0.31593,             0.25864,             0.21249,             0.10026,            0.053798,             0.22428,              0.0542,            0.005149,            0.005149,            0.005149
                 100,            0.037196,             0.10991,           0.0048111,             0.31743,             0.25717,             0.21252,             0.10037,            0.053808,             0.22434,            0.054264,           0.0050995,           0.0050995,           0.0050995
                 101,            0.037213,             0.11008,           0.0048112,             0.31825,             0.25699,             0.21242,             0.10037,             0.05383,             0.22455,            0.054331,             0.00505,             0.00505,             0.00505
                 102,            0.037152,             0.10994,           0.0048149,             0.31614,             0.25881,              0.2124,             0.10038,            0.053825,             0.22475,            0.054367,           0.0050005,           0.0050005,           0.0050005
                 103,            0.037062,              0.1098,           0.0047801,             0.31634,             0.25866,             0.21213,             0.10019,            0.053825,             0.22493,            0.054395,            0.004951,            0.004951,            0.004951
                 104,             0.03704,             0.10932,           0.0047845,             0.31659,             0.25784,             0.21207,             0.10023,            0.053837,             0.22521,             0.05444,           0.0049015,           0.0049015,           0.0049015
                 105,            0.036982,             0.10943,           0.0047653,             0.31623,             0.25723,             0.21204,             0.10036,            0.053842,             0.22538,            0.054503,            0.004852,            0.004852,            0.004852
                 106,            0.037034,              0.1098,           0.0047727,             0.31471,              0.2582,             0.21171,             0.10028,            0.053846,             0.22563,            0.054519,           0.0048025,           0.0048025,           0.0048025
                 107,            0.036963,             0.10953,           0.0047606,             0.31486,             0.25855,              0.2115,             0.10016,            0.053853,             0.22585,            0.054541,            0.004753,            0.004753,            0.004753
                 108,            0.036903,             0.10946,           0.0047266,             0.31507,             0.25806,             0.21146,             0.10013,            0.053862,             0.22611,            0.054556,           0.0047035,           0.0047035,           0.0047035
                 109,            0.036964,             0.10924,           0.0047594,             0.31573,             0.25879,             0.21148,             0.10018,            0.053873,             0.22633,             0.05455,            0.004654,            0.004654,            0.004654
                 110,            0.036838,             0.10921,           0.0047439,             0.31369,             0.25976,             0.21135,             0.10009,            0.053887,             0.22642,            0.054562,           0.0046045,           0.0046045,           0.0046045
                 111,            0.036871,             0.10916,           0.0047298,             0.31255,             0.26022,              0.2108,            0.099779,            0.053906,             0.22662,            0.054619,            0.004555,            0.004555,            0.004555
