               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 115,            0.029707,            0.052599,                   0,             0.95137,             0.90772,             0.97213,             0.78709,              0.0246,            0.043077,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.029647,            0.052667,                   0,             0.95168,             0.90775,             0.97226,              0.7875,            0.024583,            0.043043,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.029611,            0.052212,                   0,             0.95119,             0.90814,              0.9724,             0.78772,            0.024565,            0.043008,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.029651,            0.052366,                   0,             0.95132,             0.90827,             0.97244,             0.78822,            0.024549,            0.042977,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,             0.02963,            0.052436,                   0,             0.95167,              0.9081,             0.97239,             0.78863,            0.024527,            0.042937,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.029563,            0.052428,                   0,             0.95095,             0.90906,             0.97245,             0.78925,            0.024507,            0.042896,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.029587,            0.052371,                   0,             0.95088,             0.90912,             0.97241,             0.78954,             0.02449,            0.042854,                   0,             0.00406,             0.00406,             0.00406
                 122,            0.029501,             0.05225,                   0,             0.95191,             0.90825,             0.97243,             0.78987,            0.024475,            0.042824,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.029429,            0.052244,                   0,             0.95111,             0.90893,              0.9725,             0.79016,            0.024459,            0.042785,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.029428,            0.052417,                   0,             0.95126,             0.90873,             0.97264,             0.79039,            0.024443,            0.042753,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,            0.029359,            0.052446,                   0,             0.95172,              0.9082,             0.97263,             0.79074,            0.024429,            0.042718,                   0,            0.003862,            0.003862,            0.003862
                 126,             0.02931,            0.052054,                   0,             0.95135,             0.90871,             0.97261,             0.79099,            0.024413,            0.042686,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.029261,            0.052059,                   0,             0.95122,             0.90915,             0.97272,             0.79139,            0.024396,            0.042646,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.029196,            0.051941,                   0,             0.95157,              0.9082,             0.97272,             0.79163,            0.024379,            0.042609,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,             0.02924,            0.051771,                   0,             0.95212,             0.90781,             0.97268,             0.79204,            0.024362,            0.042565,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.029261,            0.052087,                   0,             0.95184,             0.90794,             0.97267,             0.79234,            0.024341,            0.042527,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.029208,            0.052145,                   0,             0.95198,             0.90827,             0.97274,             0.79266,            0.024321,            0.042487,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.029149,             0.05146,                   0,             0.95323,             0.90715,             0.97293,             0.79314,            0.024303,            0.042445,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.029085,            0.051556,                   0,             0.95327,             0.90743,             0.97297,             0.79326,            0.024282,            0.042401,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.029133,            0.051465,                   0,             0.95281,             0.90789,             0.97314,               0.794,            0.024262,            0.042362,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.029009,            0.051453,                   0,              0.9541,             0.90719,             0.97312,             0.79455,            0.024242,            0.042325,                   0,            0.003367,            0.003367,            0.003367
                 136,            0.029006,            0.051245,                   0,             0.95353,             0.90765,             0.97309,              0.7947,            0.024228,            0.042288,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.029005,            0.051323,                   0,             0.95223,             0.90914,              0.9732,             0.79496,            0.024211,            0.042253,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.029107,            0.051391,                   0,             0.95247,             0.90909,             0.97328,             0.79516,            0.024195,            0.042217,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.028903,            0.051107,                   0,             0.95375,             0.90836,             0.97324,             0.79541,            0.024175,            0.042173,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.028918,            0.051098,                   0,             0.95237,             0.90964,             0.97341,             0.79569,            0.024158,            0.042133,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.028929,            0.051252,                   0,             0.95249,             0.90969,             0.97347,             0.79598,            0.024141,            0.042099,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.028799,            0.051061,                   0,             0.95262,             0.90955,             0.97347,             0.79624,            0.024127,            0.042065,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.028826,            0.051138,                   0,             0.95256,              0.9098,              0.9736,             0.79648,            0.024113,            0.042029,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.028812,            0.051092,                   0,             0.95216,             0.91001,             0.97352,             0.79677,            0.024096,            0.041997,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.028743,            0.050462,                   0,             0.95239,             0.91006,             0.97366,             0.79697,            0.024078,             0.04196,                   0,            0.002872,            0.002872,            0.002872
